ayah_id,ayah_text,normalized_text
1352,لقد تاب الله على النبي والمهاجرين والأنصار الذين اتبعوه في ساعة العسرة من بعد ما كاد يزيغ قلوب فريق منهم ثم تاب عليهم ۚ إنه بهم رءوف رحيم,لقد تاب الله علي النبي والمهاجرين والانصار الذين اتبعوه في ساعه العسره من بعد ما كاد يزيغ قلوب فريق منهم ثم تاب عليهم ۚ انه بهم رءوف رحيم
1353,وعلى الثلاثة الذين خلفوا حتى إذا ضاقت عليهم الأرض بما رحبت وضاقت عليهم أنفسهم وظنوا أن لا ملجأ من الله إلا إليه ثم تاب عليهم ليتوبوا ۚ إن الله هو التواب الرحيم,وعلي الثلاثه الذين خلفوا حتي اذا ضاقت عليهم الارض بما رحبت وضاقت عليهم انفسهم وظنوا ان لا ملجا من الله الا اليه ثم تاب عليهم ليتوبوا ۚ ان الله هو التواب الرحيم
1354,يا أيها الذين آمنوا اتقوا الله وكونوا مع الصادقين,يا ايها الذين امنوا اتقوا الله وكونوا مع الصادقين
1355,ما كان لأهل المدينة ومن حولهم من الأعراب أن يتخلفوا عن رسول الله ولا يرغبوا بأنفسهم عن نفسه ۚ ذلك بأنهم لا يصيبهم ظمأ ولا نصب ولا مخمصة في سبيل الله ولا يطئون موطئا يغيظ الكفار ولا ينالون من عدو نيلا إلا كتب لهم به عمل صالح ۚ إن الله لا يضيع أجر المحسنين,ما كان لاهل المدينه ومن حولهم من الاعراب ان يتخلفوا عن رسول الله ولا يرغبوا بانفسهم عن نفسه ۚ ذلك بانهم لا يصيبهم ظما ولا نصب ولا مخمصه في سبيل الله ولا يطيون موطيا يغيظ الكفار ولا ينالون من عدو نيلا الا كتب لهم به عمل صالح ۚ ان الله لا يضيع اجر المحسنين
1356,ولا ينفقون نفقة صغيرة ولا كبيرة ولا يقطعون واديا إلا كتب لهم ليجزيهم الله أحسن ما كانوا يعملون,ولا ينفقون نفقه صغيره ولا كبيره ولا يقطعون واديا الا كتب لهم ليجزيهم الله احسن ما كانوا يعملون
1357,وما كان المؤمنون لينفروا كافة ۚ فلولا نفر من كل فرقة منهم طائفة ليتفقهوا في الدين ولينذروا قومهم إذا رجعوا إليهم لعلهم يحذرون,وما كان المومنون لينفروا كافه ۚ فلولا نفر من كل فرقه منهم طايفه ليتفقهوا في الدين ولينذروا قومهم اذا رجعوا اليهم لعلهم يحذرون
1358,يا أيها الذين آمنوا قاتلوا الذين يلونكم من الكفار وليجدوا فيكم غلظة ۚ واعلموا أن الله مع المتقين,يا ايها الذين امنوا قاتلوا الذين يلونكم من الكفار وليجدوا فيكم غلظه ۚ واعلموا ان الله مع المتقين
1359,وإذا ما أنزلت سورة فمنهم من يقول أيكم زادته هذه إيمانا ۚ فأما الذين آمنوا فزادتهم إيمانا وهم يستبشرون,واذا ما انزلت سوره فمنهم من يقول ايكم زادته هذه ايمانا ۚ فاما الذين امنوا فزادتهم ايمانا وهم يستبشرون
1360,وأما الذين في قلوبهم مرض فزادتهم رجسا إلى رجسهم وماتوا وهم كافرون,واما الذين في قلوبهم مرض فزادتهم رجسا الي رجسهم وماتوا وهم كافرون
1361,أولا يرون أنهم يفتنون في كل عام مرة أو مرتين ثم لا يتوبون ولا هم يذكرون,اولا يرون انهم يفتنون في كل عام مره او مرتين ثم لا يتوبون ولا هم يذكرون
1362,وإذا ما أنزلت سورة نظر بعضهم إلى بعض هل يراكم من أحد ثم انصرفوا ۚ صرف الله قلوبهم بأنهم قوم لا يفقهون,واذا ما انزلت سوره نظر بعضهم الي بعض هل يراكم من احد ثم انصرفوا ۚ صرف الله قلوبهم بانهم قوم لا يفقهون
1363,لقد جاءكم رسول من أنفسكم عزيز عليه ما عنتم حريص عليكم بالمؤمنين رءوف رحيم,لقد جاءكم رسول من انفسكم عزيز عليه ما عنتم حريص عليكم بالمومنين رءوف رحيم
1364,فإن تولوا فقل حسبي الله لا إله إلا هو ۖ عليه توكلت ۖ وهو رب العرش العظيم,فان تولوا فقل حسبي الله لا اله الا هو ۖ عليه توكلت ۖ وهو رب العرش العظيم
1365,بسم الله الرحمن الرحيم الر ۚ تلك آيات الكتاب الحكيم,بسم الله الرحمن الرحيم الر ۚ تلك ايات الكتاب الحكيم
1366,أكان للناس عجبا أن أوحينا إلى رجل منهم أن أنذر الناس وبشر الذين آمنوا أن لهم قدم صدق عند ربهم ۗ قال الكافرون إن هذا لساحر مبين,اكان للناس عجبا ان اوحينا الي رجل منهم ان انذر الناس وبشر الذين امنوا ان لهم قدم صدق عند ربهم ۗ قال الكافرون ان هذا لساحر مبين
1367,إن ربكم الله الذي خلق السماوات والأرض في ستة أيام ثم استوى على العرش ۖ يدبر الأمر ۖ ما من شفيع إلا من بعد إذنه ۚ ذلكم الله ربكم فاعبدوه ۚ أفلا تذكرون,ان ربكم الله الذي خلق السماوات والارض في سته ايام ثم استوي علي العرش ۖ يدبر الامر ۖ ما من شفيع الا من بعد اذنه ۚ ذلكم الله ربكم فاعبدوه ۚ افلا تذكرون
1368,إليه مرجعكم جميعا ۖ وعد الله حقا ۚ إنه يبدأ الخلق ثم يعيده ليجزي الذين آمنوا وعملوا الصالحات بالقسط ۚ والذين كفروا لهم شراب من حميم وعذاب أليم بما كانوا يكفرون,اليه مرجعكم جميعا ۖ وعد الله حقا ۚ انه يبدا الخلق ثم يعيده ليجزي الذين امنوا وعملوا الصالحات بالقسط ۚ والذين كفروا لهم شراب من حميم وعذاب اليم بما كانوا يكفرون
1369,هو الذي جعل الشمس ضياء والقمر نورا وقدره منازل لتعلموا عدد السنين والحساب ۚ ما خلق الله ذلك إلا بالحق ۚ يفصل الآيات لقوم يعلمون,هو الذي جعل الشمس ضياء والقمر نورا وقدره منازل لتعلموا عدد السنين والحساب ۚ ما خلق الله ذلك الا بالحق ۚ يفصل الايات لقوم يعلمون
1370,إن في اختلاف الليل والنهار وما خلق الله في السماوات والأرض لآيات لقوم يتقون,ان في اختلاف الليل والنهار وما خلق الله في السماوات والارض لايات لقوم يتقون
1371,إن الذين لا يرجون لقاءنا ورضوا بالحياة الدنيا واطمأنوا بها والذين هم عن آياتنا غافلون,ان الذين لا يرجون لقاءنا ورضوا بالحياه الدنيا واطمانوا بها والذين هم عن اياتنا غافلون
1372,أولئك مأواهم النار بما كانوا يكسبون,اوليك ماواهم النار بما كانوا يكسبون
1373,إن الذين آمنوا وعملوا الصالحات يهديهم ربهم بإيمانهم ۖ تجري من تحتهم الأنهار في جنات النعيم,ان الذين امنوا وعملوا الصالحات يهديهم ربهم بايمانهم ۖ تجري من تحتهم الانهار في جنات النعيم
1374,دعواهم فيها سبحانك اللهم وتحيتهم فيها سلام ۚ وآخر دعواهم أن الحمد لله رب العالمين,دعواهم فيها سبحانك اللهم وتحيتهم فيها سلام ۚ واخر دعواهم ان الحمد لله رب العالمين
1375,ولو يعجل الله للناس الشر استعجالهم بالخير لقضي إليهم أجلهم ۖ فنذر الذين لا يرجون لقاءنا في طغيانهم يعمهون,ولو يعجل الله للناس الشر استعجالهم بالخير لقضي اليهم اجلهم ۖ فنذر الذين لا يرجون لقاءنا في طغيانهم يعمهون
